bob_group_size,basis_params,basis_saving_pct,relative_error,ppl
baseline,429391872,0.0,0.0,6.295989036560059
2,343502976,20.00245034913004,0.37965675027781287,13.213968276977539
4,343384320,20.030083848443226,0.34766880528728666,10.061970710754395
8,343448832,20.015059809981683,0.33489637219655316,9.489457130432129
16,343512960,20.000125200320518,0.33139729018614605,9.82913875579834
